x,y,z
-1.859341537873426,0.5567146741767808,1
-2.307372991015594,4.994373608785356,1
-0.506047745929777,3.468346965988535,1
-1.2832999344493121,-3.0186732005855372,0
-2.0405863787500627,-0.09825100524052502,0
2.3943997490321607,-5.978738066342325,0
-1.5777192680429741,1.8502759192671716,1
-0.17755566220848285,-1.0316209241289527,1
-1.8473733485458577,-2.159179059443587,0
-0.3870397124409628,2.7369748800061187,1
0.7156315638599287,-0.16604451030939366,1
-1.534050462353128,1.3053623634161864,1
0.2830170252471551,-1.5157444765190007,1
-3.189511701111671,-6.95563755999626,0
-2.198388683663908,3.4193964488992874,1
-0.704114566227346,-5.938362770793447,0
3.698235786234865,-2.6857913718236914,1
-1.2633538699137739,2.4326081729903355,1
-0.9710800207245365,-1.856079418159088,1
-1.0090313251193426,-3.094454609657597,0
-0.7218669735558063,-4.998002923724067,0
-1.6788947079065641,2.667553014403595,1
0.2542038769698889,5.131797298013131,1
-2.218368333151478,-2.656386972017194,0
1.067754842212167,-3.7269653118970316,0
-2.204201960193477,-0.06620980967773188,1
-1.8707291316810246,-1.654474002952123,0
-3.111812946427203,1.2993345829542713,1
-1.0541067228779306,4.3485283917990305,1
-3.2291422741346003,-1.966114023334425,0
1.144752361599945,3.272300790457299,1
-2.0802360366633295,-0.578405863428012,1
-0.1792131087959412,6.816421130282922,1
-2.5209385021241015,-2.040564766982653,0
1.9254116876724567,-0.7295807495917663,1
-0.937658763634223,-1.2152726452562952,0
-1.6755161905457943,1.1462221198235398,1
-0.8954516201176956,4.252832361741506,1
-2.8337573125890683,1.0930647661883794,1
-1.0952997658336883,0.07166975269724962,1
-1.214673184072266,0.4730088816341322,1
-2.7328614064997323,2.355078728122464,1
-2.366205506266433,-1.1689056466281684,0
-1.2601910418672375,5.059303732899774,1
-3.680671697209981,-0.5739494649599146,0
-3.557628424196606,0.38317735917556006,1
-2.956383303838284,2.2278595207285155,1
-0.8944623673216212,0.5242585669861696,1
3.281968533619147,-1.9505208081194896,0
-1.6183121774064648,-0.6523086836952395,1
2.3896998060220005,-2.485554961111994,1
-2.7229249721753153,-0.11169675979276439,1
0.3347984653771825,1.2943262578574488,1
0.05274761379144377,-7.351439710576857,0
-0.0427953764226634,0.887620937797811,1
-2.3958004897779324,1.3281899352245308,1
0.5541835175009218,-7.7090724838540785,0
1.2241742101648714,-3.9556637888279838,0
-2.1610602810691435,-1.6197003991161536,0
0.4871778467321972,0.5721720165694133,1
-3.645625577426218,1.4860032270792705,1
-2.368895007690117,1.118289628976776,1
-3.4441843163091534,-3.0059412719847343,0
1.092062180459811,-2.9552709555526344,1
-0.06465553834061721,-2.397434355431701,1
-2.319020227061561,-0.2857668629290509,0
-5.0227555524569105,-2.519716079206274,0
3.4103510552988654,0.4105811552315548,1
-0.5604997032366387,-0.399289423083236,1
-1.595016968120079,2.5866666868461436,1
0.3213260208362305,0.6880850443924801,1
-6.330012064655433,-0.7334756197940799,0
1.0993455522386717,1.9939318356926736,1
-2.7131484180971803,0.699900526437269,1
-1.892233808614061,0.7079672645139902,1
1.4350954036974768,3.048873645117152,1
-0.13074416935341315,-0.9134336389947493,1
-1.3669329483193688,-3.6884403815802878,0
-0.4326987056002265,-1.4985597508608324,1
-3.5940970132453236,2.035822971512946,1
-2.0336840245913232,5.4702490356402595,1
-3.091965049721622,4.950778351564793,1
3.5361578208475386,0.025021024295098747,1
0.2905406590779951,0.6639939180568495,1
0.7918474714478234,4.8705523883036355,1
-0.666106895117413,1.3012071160289114,1
0.18252557636649458,-2.1243786482172555,0
-3.1608441515066503,6.20262030284878,1
-1.8874873033526733,2.7644187655152166,1
-0.5673476949492333,-2.699748937201186,0
-1.5674963443998298,-1.4306309913698065,0
-1.2907081849484627,2.0430851779146724,1
-1.466536951618733,-0.7377081726042498,0
-2.471069646225641,-1.130951827896258,0
1.9932892662194797,-2.6583306318607693,0
1.0534451950973942,-1.3504629339394674,1
0.9186903592744051,-6.49081933772218,0
0.8027891497041697,-1.9067699232764894,0
-1.7518960971283222,5.254217277267337,1
-0.36773319423359274,-0.905229019576063,0
0.6951260434255757,-1.5027233935821416,1
0.05244101270736112,1.1321156452298058,1
0.9797171842034467,2.4193012072459315,1
-1.7346452446866332,-1.3643081630240852,0
-1.5807756353416667,1.0313969316419964,1
-0.7519128995422093,0.18049636587533374,1
1.4894628953939146,-3.3016108289621675,0
0.8862120048906772,-4.104323137985835,0
-2.830965277778647,0.5406645434975195,1
0.9059604037760141,0.3509425218876642,1
-0.5469151230665572,-1.273349899315844,0
-2.105516711919985,2.506916132859449,1
-1.3690605454268268,1.0723245254120408,1
2.5888483015987913,2.8349341772987287,1
-4.769427414886373,-2.9616606070971114,0
1.9929020261882688,-4.216069972470472,0
-2.2217895146470807,-1.48898715023718,0
-5.355916852835783,-1.2053666732071802,0
0.3728979861560222,1.395492002896399,1
-4.026339615693043,1.2726693042156456,1
3.364938632289677,2.2846607994970807,1
-0.16119256545312088,0.2866912377338352,1
0.5221435352068469,-1.3710288249550335,0
-1.0111369697040702,-4.413203257658848,0
-1.5489259919781664,-2.2077373541390872,0
-1.588525176847977,0.15067584449357835,1
-2.519243046173183,-2.4158837252652163,0
0.908829754243133,-0.686407984500014,1
0.04485888904198343,-0.5514082257659134,1
0.11259744227424329,-0.24361476026650036,1
0.1497948850921471,-1.601749246652485,1
-2.288713255933046,2.425229402761276,1
-0.4427207609692957,0.867078975226329,1
-0.7769120194819619,4.75476613525069,1
-0.07270556077289825,1.625481878950378,1
1.0129648373635343,-0.3277883770750233,0
-4.3271967493980235,-4.541529795047687,0
-0.2887144270864376,-0.5410547236984729,0
-4.267370283157044,-2.004998692810214,0
5.506061913728741,-0.3336841038126446,1
1.2383044377478103,-5.1115103097880565,0
2.9200467884455015,-0.05466992148702838,1
-0.12259452272976956,3.9411967317320133,1
0.2582594201571584,0.3729293199219841,1
-0.3755063566919934,-1.6039861657829273,1
-5.471988936922163,4.321379702165925,1
-1.3848000926612514,1.3999760327199406,1
0.07495704316039031,-1.8506699176276609,0
